Biotype	DensityShuf	DensityWt	GC	LocID	Location	NbLocation	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rLocShuf	NbpG4rLocWt	NbpG4rShuf	NbpG4rWt	PercentShuf	PercentWt	Sp	Tot	Type	index	nbTr	nuclA	nuclC	nuclG	nuclN	nuclT	meanShuffle	stdShuffle	ShortName
pseudogene	0.0	0.04444444444444445	57.36111111111111	acceptor-pseudogene-Pseudogene	acceptor	45.0	3	0	2	0.0	2.0	0	2	0.0	4.4444444444444455	gasterosteus_aculeatus	3600	Point	3.0	31	807.0	1066	999	0.0	728.0	0.004444444444444445	0.009369711585684089	Gacu
pseudogene	0.0	0.0	54.63239689181111	acceptor-pseudogene-Pseudogene	acceptor	43.0	3	0	0	0.0	0.0	0	0	0.0	0.0	homo_sapiens	3346	Point	26.0	32	737.0	1061	767	0.0	781.0	0.0	0.0	Hsap
pseudogene	0.023809523809523808	0.023809523809523808	61.81547619047619	acceptor-pseudogene-Pseudogene	acceptor	42.0	3	1	1	1.0	1.0	1	1	2.380952380952381	2.380952380952381	leishmania_major	3360	Point	3.0	34	672.0	972	1105	0.0	611.0	0.04285714285714286	0.015058465048420854	Lmaj
pseudogene	0.002242152466367713	0.004484304932735426	45.449552911356754	acceptor-pseudogene-Pseudogene	acceptor	892.0	3	2	4	2.0	4.0	2	4	0.2242152466367713	0.4484304932735426	monodelphis_domestica	71015	Point	4.0	581	21417.0	15560	16716	0.0	17322.0	0.003139013452914798	0.0010301979635343962	Mdom
pseudogene	0.020408163265306117	0.010204081632653059	59.32889411150281	acceptor-pseudogene-Pseudogene	acceptor	98.0	3	2	1	2.0	1.0	2	1	2.0408163265306123	1.020408163265306	mus_musculus	7659	Point	29.0	68	1565.0	2348	2196	0.0	1550.0	0.019387755102040816	0.014787119128764731	Mmus
pseudogene	0.0	0.0	45.26027397260274	acceptor-pseudogene-Pseudogene	acceptor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	neisseria_meningitidis_z2491	1825	Point	3.0	22	584.0	433	393	0.0	415.0	0.0	0.0	Nmen
pseudogene	0.0	0.0	44.26673895364598	acceptor-pseudogene-Pseudogene	acceptor	47.0	3	0	0	0.0	0.0	0	0	0.0	0.0	ornithorhynchus_anatinus	3689	Point	4.0	18	972.0	921	712	0.0	1084.0	0.0	0.0	Oana
pseudogene	0.02843601895734597	0.009478672985781993	53.089342073318775	acceptor-pseudogene-Pseudogene	acceptor	211.0	3	6	2	6.0	2.0	6	2	2.8436018957345968	0.9478672985781992	pan_troglodytes	16476	Point	10.0	211	4059.0	4338	4409	0.0	3670.0	0.024644549763033173	0.004355149684704649	Ptro
pseudogene	0.010265183917878527	0.003421727972626176	50.9013272291066	acceptor-pseudogene-Pseudogene	acceptor	1169.0	3	12	4	12.0	4.0	12	4	1.0265183917878529	0.3421727972626176	pongo_abelii	90866	Point	3.0	678	22178.0	23816	22436	5.0	22431.0	0.009751924721984603	0.001004095629407414	Pabe
pseudogene	0.0	0.0	36.30434782608696	acceptor-pseudogene-Pseudogene	acceptor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	schizosaccharomyces_pombe	1840	Point	4.0	10	580.0	334	334	0.0	592.0	0.0	0.0	Spom
tRNA_pseudogene	0.0	0.0	44.0	acceptor-tRNA_pseudogene-Pseudogene	acceptor	2.0	3	0	0	0.0	0.0	0	0	0.0	0.0	caenorhabditis_elegans	150	Point	9.0	2	39.0	36	30	0.0	45.0	0.0	0.0	Cele
transcribed_processed_pseudogene	0.0	0.005952380952380952	44.29305338396248	acceptor-transcribed_processed_pseudogene-Pseudogene	acceptor	168.0	3	0	1	0.0	1.0	0	1	0.0	0.5952380952380952	homo_sapiens	13431	Point	28.0	57	3706.0	3189	2760	0.0	3776.0	0.0013227513227513227	0.0026247532847863	Hsap
transcribed_processed_pseudogene	0.0	0.0	45.8	acceptor-transcribed_processed_pseudogene-Pseudogene	acceptor	50.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	4000	Point	31.0	34	1128.0	975	857	0.0	1040.0	0.0	0.0	Mmus
transcribed_unitary_pseudogene	0.004	0.002	47.77974707798428	acceptor-transcribed_unitary_pseudogene-Pseudogene	acceptor	1000.0	3	4	2	4.0	2.0	4	2	0.4	0.2	homo_sapiens	83504	Point	29.0	119	19276.0	21489	18409	0.0	24330.0	0.0026666666666666666	0.001118033988749895	Hsap
transcribed_unitary_pseudogene	0.0	0.0	48.642166344294004	acceptor-transcribed_unitary_pseudogene-Pseudogene	acceptor	158.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	12925	Point	32.0	22	3068.0	3377	2910	0.0	3570.0	0.0	0.0	Mmus
transcribed_unprocessed_pseudogene	0.0	0.0	38.3904109589041	acceptor-transcribed_unprocessed_pseudogene-Pseudogene	acceptor	142.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	11680	Point	28.0	23	3052.0	2136	2348	0.0	4144.0	0.0	0.0	Drer
transcribed_unprocessed_pseudogene	0.0006295907660020986	0.001049317943336831	45.30376400128878	acceptor-transcribed_unprocessed_pseudogene-Pseudogene	acceptor	4765.0	3	3	5	3.0	5.0	3	5	0.06295907660020986	0.1049317943336831	homo_sapiens	422104	Point	30.0	759	102879.0	101046	90183	0.0	127996.0	0.0009094088842252537	0.0002776234324307021	Hsap
transcribed_unprocessed_pseudogene	0.0	0.0031645569620253164	44.13530721051814	acceptor-transcribed_unprocessed_pseudogene-Pseudogene	acceptor	948.0	3	0	3	0.0	3.0	0	3	0.0	0.3164556962025317	mus_musculus	77276	Point	33.0	190	19214.0	18281	15825	0.0	23956.0	0.0008204406938584152	0.0008790436005625879	Mmus
translated_processed_pseudogene	0.0	0.0	47.5	acceptor-translated_processed_pseudogene-Pseudogene	acceptor	2.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	160	Point	34.0	2	45.0	40	36	0.0	39.0	0.0	0.0	Mmus
translated_unprocessed_pseudogene	0.0	0.0	49.464285714285715	acceptor-translated_unprocessed_pseudogene-Pseudogene	acceptor	11.0	3	0	0	0.0	0.0	0	0	0.0	0.0	homo_sapiens	1120	Point	31.0	2	262.0	308	246	0.0	304.0	0.0	0.0	Hsap
translated_unprocessed_pseudogene	0.0	0.0	31.25	acceptor-translated_unprocessed_pseudogene-Pseudogene	acceptor	2.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	160	Point	35.0	1	43.0	32	18	0.0	67.0	0.0	0.0	Mmus
unitary_pseudogene	0.0	0.0	46.69730392156863	acceptor-unitary_pseudogene-Pseudogene	acceptor	198.0	3	0	0	0.0	0.0	0	0	0.0	0.0	homo_sapiens	16320	Point	32.0	46	3844.0	4114	3507	0.0	4855.0	0.0	0.0	Hsap
unitary_pseudogene	0.0	0.0	46.1740694617407	acceptor-unitary_pseudogene-Pseudogene	acceptor	181.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	14454	Point	36.0	38	3624.0	3517	3157	0.0	4156.0	0.0	0.0	Mmus
unprocessed_pseudogene	0.0	0.0	39.718913961236034	acceptor-unprocessed_pseudogene-Pseudogene	acceptor	912.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	74141	Point	29.0	160	19363.0	14080	15368	0.0	25330.0	0.0008528265107212475	0.0010655979339995066	Drer
unprocessed_pseudogene	0.002067280586355948	0.0011276075925577898	46.159384670769775	acceptor-unprocessed_pseudogene-Pseudogene	acceptor	5321.0	3	11	6	11.0	6.0	11	6	0.2067280586355948	0.11276075925577897	homo_sapiens	433329	Point	33.0	1448	107815.0	105980	94042	0.0	125492.0	0.00190022760968072	0.0002887785647213207	Hsap
unprocessed_pseudogene	0.0005046681806712087	0.0010093363613424174	40.74973201336781	acceptor-unprocessed_pseudogene-Pseudogene	acceptor	3963.0	3	2	4	2.0	4.0	2	4	0.05046681806712087	0.10093363613424174	mus_musculus	317180	Point	37.0	1272	86566.0	68741	60509	0.0	101364.0	0.0009812992401940167	0.00032028652981175483	Mmus
IG_V_pseudogene	0.0	0.0	33.48254252461952	donor-IG_V_pseudogene-Pseudogene	donor	14.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	1117	Point	33.0	14	313.0	197	177	0.0	430.0	0.0	0.0	Drer
IG_V_pseudogene	0.0	0.03	52.610641471904536	donor-IG_V_pseudogene-Pseudogene	donor	100.0	3	0	3	0.0	3.0	0	3	0.0	3.0	homo_sapiens	8044	Point	38.0	100	1768.0	1803	2429	0.0	2044.0	0.013333333333333334	0.008660254037844387	Hsap
IG_V_pseudogene	0.0	0.0	43.439065108514185	donor-IG_V_pseudogene-Pseudogene	donor	113.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	8985	Point	42.0	112	2194.0	1758	2145	0.0	2888.0	0.0	0.0	Mmus
Pseudogene	0.0	0.0	50.125583064226774	donor-Pseudogene	donor	70.0	3	0	0	0.0	0.0	0	0	0.0	0.0	anolis_carolinensis	5574	Point		58	1562.0	1361	1433		1218.0	0.0	0.0	Acar
Pseudogene	0.0	0.0	46.52136436399458	donor-Pseudogene	donor	102.0	3	0	0	0.0	0.0	0	0	0.0	0.0	aspergillus_nidulans	8121	Point		35	2059.0	1923	1855		2284.0	0.00196078431372549	0.004133696287801802	Anid
Pseudogene	0.00017546938059308652	0.00017546938059308652	34.38584202519454	donor-Pseudogene	donor	5699.0	3	1	1	1.0	1.0	1	1	0.017546938059308653	0.017546938059308653	caenorhabditis_elegans	456845	Point		1420	146956.0	69688	87402		152799.0	0.0003158510451300656	0.0001384051736033516	Cele
Pseudogene	0.0	0.0	29.918478260869566	donor-Pseudogene	donor	46.0	3	0	0	0.0	0.0	0	0	0.0	0.0	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	3680	Point		17	1270.0	452	649		1309.0	0.0	0.0	Cjej
Pseudogene	0.0008496176720475786	0.0	39.66833618372832	donor-Pseudogene	donor	1177.0	3	1	0	1.0	0.0	1	0	0.08496176720475786	0.0	danio_rerio	98232	Point		223	30337.0	18707	20260		28928.0	0.0009319895801334785	0.0006246941746950142	Drer
Pseudogene	0.0	0.0	38.16003160251064	donor-Pseudogene	donor	286.0	3	0	0	0.0	0.0	0	0	0.0	0.0	drosophila_melanogaster	22783	Point		155	7298.0	4171	4523		6791.0	0.0	0.0	Dmel
Pseudogene	0.0	0.0	46.264775413711575	donor-Pseudogene	donor	53.0	3	0	0	0.0	0.0	0	0	0.0	0.0	escherichia_coli_str_k_12_substr_mg1655	4230	Point		50	1174.0	888	1069		1099.0	0.0037735849056603774	0.007955415497278942	Ecol
Pseudogene	0.007751937984496123	0.0	32.52229546335789	donor-Pseudogene	donor	129.0	3	1	0	1.0	0.0	1	0	0.7751937984496124	0.0	francisella_tularensis_subsp_tularensis_schu_s4	10316	Point		108	3602.0	1444	1911		3359.0	0.0023255813953488367	0.0037445417948809914	Ftul
Pseudogene	0.07254665863937387	0.09512341962673088	58.121290906008035	donor-Pseudogene	donor	3322.0	3	96	97	241.0	315.0	241	316	7.2546658639373875	9.482239614689943	gallus_gallus	265395	Point		261	56697.0	71616	82635		54447.0	0.07049969897652017	0.0026311587457449903	Ggal
Pseudogene	0.0	0.022222222222222227	57.36111111111111	donor-Pseudogene	donor	45.0	3	0	1	0.0	1.0	0	1	0.0	2.2222222222222223	gasterosteus_aculeatus	3600	Point		31	806.0	1053	1012		729.0	0.0022222222222222227	0.007027283689263066	Gacu
Pseudogene	0.023548578199052133	0.026954976303317536	48.01317805835619	donor-Pseudogene	donor	13504.0	3	232	254	317.0	348.0	318	364	2.3474526066350707	2.5770142180094786	homo_sapiens	1132185	Point		3902	296603.0	248968	294630		291984.0	0.020492287897708215	0.007239490767969498	Hsap
Pseudogene	0.023809523809523808	0.023809523809523808	61.63690476190477	donor-Pseudogene	donor	42.0	3	1	1	1.0	1.0	1	1	2.380952380952381	2.380952380952381	leishmania_major	3360	Point		34	677.0	974	1097		612.0	0.03333333333333334	0.02007795339789447	Lmaj
Pseudogene	0.0033632286995515697	0.004484304932735426	45.503837757904385	donor-Pseudogene	donor	892.0	3	3	4	3.0	4.0	3	4	0.336322869955157	0.4484304932735426	monodelphis_domestica	71005	Point		581	21325.0	15691	16619		17370.0	0.003139013452914798	0.001567726230448657	Mdom
Pseudogene	0.008866279069767441	0.011046511627906977	44.392227647655275	donor-Pseudogene	donor	6880.0	3	56	71	61.0	76.0	61	76	0.8866279069767441	1.1046511627906976	mus_musculus	556228	Point		2758	157059.0	111003	135919		152247.0	0.009948062859741641	0.003707744238278956	Mmus
Pseudogene	0.0	0.0	45.394736842105274	donor-Pseudogene	donor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	neisseria_meningitidis_z2491	1824	Point		22	582.0	433	395		414.0	0.0	0.0	Nmen
Pseudogene	0.02127659574468085	0.0	44.6162191483591	donor-Pseudogene	donor	47.0	3	1	0	1.0	0.0	1	0	2.127659574468085	0.0	ornithorhynchus_anatinus	3687	Point		18	947.0	907	738		1095.0	0.006382978723404255	0.010277572160418042	Oana
Pseudogene	0.02369668246445497	0.0047393364928909965	53.8093507751938	donor-Pseudogene	donor	211.0	3	5	1	5.0	1.0	5	1	2.3696682464454977	0.4739336492890995	pan_troglodytes	16512	Point		211	4083.0	4439	4446		3544.0	0.02559241706161137	0.005562975311740607	Ptro
Pseudogene	0.006843455945252352	0.0051325919589392645	50.97650441161892	donor-Pseudogene	donor	1169.0	3	8	6	8.0	6.0	8	6	0.6843455945252352	0.5132591958939264	pongo_abelii	90783	Point		678	22045.0	23713	22565		22445.0	0.008297690333618477	0.002135726639415341	Pabe
Pseudogene	0.0	0.0	34.23913043478261	donor-Pseudogene	donor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	schizosaccharomyces_pombe	1840	Point		10	564.0	267	363		646.0	0.0	0.0	Spom
polymorphic_pseudogene	0.0	0.0	43.24667709147771	donor-polymorphic_pseudogene-Pseudogene	donor	87.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	10232	Point	42.0	10	3070.0	2094	2331	0.0	2737.0	0.0	0.0	Drer
polymorphic_pseudogene	0.014336917562724013	0.035842293906810034	52.172738325753144	donor-polymorphic_pseudogene-Pseudogene	donor	279.0	3	4	10	4.0	10.0	4	10	1.4336917562724014	3.5842293906810028	homo_sapiens	22207	Point	46.0	45	5354.0	5531	6055	0.0	5267.0	0.019912385503783353	0.00842696295081594	Hsap
polymorphic_pseudogene	0.011029411764705885	0.018382352941176468	50.48280141156397	donor-polymorphic_pseudogene-Pseudogene	donor	272.0	3	2	4	3.0	5.0	3	5	1.1029411764705883	1.8382352941176472	mus_musculus	25787	Point	51.0	65	6258.0	6030	6988	0.0	6511.0	0.0077614379084967305	0.00501553478668655	Mmus
processed_pseudogene	0.0	0.0	44.375	donor-processed_pseudogene-Pseudogene	donor	11.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	960	Point	43.0	5	291.0	212	214	0.0	243.0	0.0	0.0	Drer
processed_pseudogene	0.005558987029030266	0.005558987029030266	44.11680570266656	donor-processed_pseudogene-Pseudogene	donor	1619.0	3	9	9	9.0	9.0	9	9	0.5558987029030266	0.5558987029030266	homo_sapiens	129343	Point	47.0	1293	36082.0	26972	30090	0.0	36199.0	0.00425502710864045	0.000783999702065463	Hsap
processed_pseudogene	0.011893870082342177	0.01463860933211345	44.21788990825689	donor-processed_pseudogene-Pseudogene	donor	1093.0	3	12	16	13.0	16.0	13	16	1.1893870082342175	1.463860933211345	mus_musculus	87200	Point	52.0	954	25089.0	17850	20708	0.0	23553.0	0.0108772999898343	0.00230752454260774	Mmus
pseudogene	0.0	0.0	50.125583064226774	donor-pseudogene-Pseudogene	donor	70.0	3	0	0	0.0	0.0	0	0	0.0	0.0	anolis_carolinensis	5574	Point	7.0	58	1562.0	1361	1433	0.0	1218.0	0.0	0.0	Acar
pseudogene	0.0	0.0	46.52136436399458	donor-pseudogene-Pseudogene	donor	102.0	3	0	0	0.0	0.0	0	0	0.0	0.0	aspergillus_nidulans	8121	Point	5.0	35	2059.0	1923	1855	0.0	2284.0	0.00196078431372549	0.004133696287801802	Anid
pseudogene	0.000175530981218185	0.000175530981218185	34.38093945153408	donor-pseudogene-Pseudogene	donor	5697.0	3	1	1	1.0	1.0	1	1	0.017553098121818503	0.017553098121818503	caenorhabditis_elegans	456692	Point	15.0	1418	146918.0	69655	87360	0.0	152759.0	0.000315955766192733	0.0001384607052390057	Cele
pseudogene	0.0	0.0	29.91847826086957	donor-pseudogene-Pseudogene	donor	46.0	3	0	0	0.0	0.0	0	0	0.0	0.0	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	3680	Point	5.0	17	1270.0	452	649	0.0	1309.0	0.0	0.0	Cjej
pseudogene	0.0	0.0	53.533568904593636	donor-pseudogene-Pseudogene	donor	11.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	566	Point	46.0	11	148.0	142	161	0.0	115.0	0.0	0.0	Drer
