Biotype	Class	DensityShuf	DensityWt	GC	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rShuf	NbpG4rWt	PercentShuf	PercentWt	Sp	Tot	nbTr	nuclA	nuclC	nuclG	nuclT	meanShuffle	stdShuffle	ShortName
Coding	Coding	0.006724452125263094	0.004584853721770292	38.66352125324226	3	12	7	22	15	0.7021650087770626	0.4095962551199532	haemophilus_influenzae_rd_kw20	3271642	1709	1028269.0	579489	685443	978388.0	0.007089838298155067	0.0011423556062316517	Hinf
Coding	Coding	0.3802190963438801	0.09179841151532506	66.7506980504209	3	603	160	1839	444	22.27558182489841	5.9106021425932775	halobacterium_salinarum_r1	4836685	2707	864943.0	1618058	1610463	743221.0	0.38273925599638875	0.011350961619133163	Hsal
Coding	Coding	0.031868277603517695	0.1593317595373157	42.236967218255685	3	45387	86152	191968	959782	45.71063126938726	86.76630544253315	homo_sapiens	6023795901	99292	1662676524.0	1244235337	1300033363	1815899871.0	0.031915436507373426	9.467228670131489e-05	Hsap
Coding	Coding	0.2705507453725946	0.10335250116580212	54.03755540646458	3	294	120	767	293	18.352059925093638	7.490636704119852	hyperthermus_butylicus_dsm_5456	2834958	1602	703762.0	693151	838791	599254.0	0.2672798052292788	0.00477047546647765	Hbut
Coding	Coding	0.009699882601108394	0.006517108622619702	38.943012886597145	3	19	18	64	43	0.6001263423878711	0.5685407454200885	legionella_pneumophila_str_paris	6598018	3166	2077400.0	1198775	1370692	1950937.0	0.00974349260654427	0.0014450789032987284	Lpne
Coding	Coding	0.23904890128009396	0.07311974081902521	62.42254393454303	3	2347	923	7673	2347	28.22609741431149	11.100420926037282	leishmania_major	32098035	8315	6196128.0	9935905	10100505	5865492.0	0.2381455796273873	0.0027783731951684567	Lmaj
Coding	Coding	0.0017197757297796653	0.0005732585765932217	31.94305707906984	3	3	1	6	2	0.1671309192200557	0.055710306406685235	methanobrevibacter_smithii_atcc_35061	3488827	1795	1277903.0	462779	651659	1096486.0	0.0029805913956241228	0.000986033339285939	Msmi
Coding	Coding	0.033991676316400835	0.029939688411134507	45.0245640511235	3	145	121	302	266	3.1938325991189425	2.6651982378854626	methanosarcina_acetivorans_c2a	8884528	4540	2661026.0	1861992	2138228	2223282.0	0.03405227571261488	0.002186869608337696	Mace
Coding	Coding	0.015287396768131085	0.14304335970666412	38.46374499340003	3	5711	16074	20412	190994	26.96666351874587	75.89951836811785	monodelphis_domestica	1335217520	21178	390940166.0	255377351	258197311	412993225.0	0.01541270802248188	0.00011847208208961657	Mdom
Coding	Coding	0.025143885454631018	0.1678710789461877	43.397883011243856	3	25760	54311	83787	559397	38.9883610055849	82.20096562788515	mus_musculus	3332301213	66071	901052467.0	712613744	733534438	982393149.0	0.025394781309590643	0.0001875774756610216	Mmus
Coding	Coding	0.4219389120379219	0.13738101609388734	65.87551129630339	3	1101	277	3532	1150	27.40169238427078	6.8939771030363355	mycobacterium_tuberculosis_h37rv	8370880	4018	1406394.0	2699902	2814458	1450126.0	0.42435494167687293	0.00404888156827809	Mtub
Coding	Coding	0.004677768570741226	0.036753895912966766	40.65315014300607	3	3	22	7	55	0.43604651162790703	3.1976744186046515	mycoplasma_pneumoniae_m129	1496440	688	473319.0	298135	310215	414771.0	0.0070826194442602745	0.001843492907982414	Mpne
Coding	Coding	0.5539238352126001	0.1943501155785054	69.08876148351726	3	2702	1195	9585	3363	36.857181830582455	16.300641113081436	myxococcus_xanthus_dk_1622	17303823	7331	2660139.0	5849763	6105234	2688687.0	0.5578234538893583	0.0032889830845721033	Mxan
Coding	Coding	0.0013833143242889935	0.006224914459300472	31.34285929687516	3	0	3	2	9	0.0	0.5597014925373134	nanoarchaeum_equitans_kin4_m	1445803	536	546990.0	200836	252320	445657.0	0.001590607024783902	0.0013852684397342408	Nequ
Coding	Coding	0.09389895694371676	0.025558295972845983	53.24709816108061	3	121	37	338	92	6.338397066526978	1.9381875327396545	neisseria_meningitidis_z2491	3599614	1909	903467.0	973241	943449	779457.0	0.09185100940933175	0.0031621807724539447	Nmen
Coding	Coding	0.07464707946282148	0.23552532628603215	53.4890027146625	3	1343	4206	4195	13236	12.452480296708393	38.99860917941586	neurospora_crassa	56197778	10785	13545540.0	15796382	14263249	12592507.0	0.07536650539899256	0.001094433685446837	Ncra
Coding	Coding	0.02321899466856161	0.21907130804682545	41.94547295103807	3	1212	2617	3731	35202	40.78061911170929	88.05518169582773	ornithorhynchus_anatinus	160687405	2972	42189667.0	33113982	34287110	43788164.0	0.023991446995178432	0.0005426468993384875	Oana
Coding	Coding	0.11987438315839495	0.15646234728732467	46.789567773724954	3	7900	13929	28740	37512	18.699995265823983	32.97116886805851	oryza_sativa	239750973	42246	60916806.0	55118888	57059556	66646894.0	0.1206099234517624	0.000707594244708387	Osat
Coding	Coding	0.03222644125455105	0.15424342168725336	41.914674959924824	3	20785	38439	94086	450318	43.84836082865703	81.09151512594406	pan_troglodytes	2919528075	47402	805726848.0	599264948	624445755	873855252.0	0.03266589661659432	0.0003223082355515768	Ptro
Coding	Coding	0.12075116762882625	0.11770594573739662	44.93634029742718	3	18967	23343	84024	81905	21.8844108043245	26.93350563638671	physcomitrella_patens	695844203	86669	178142050.0	142173631	170513288	204775805.0	0.12233350992530685	0.001277637670090867	Ppat
Coding	Coding	0.024790284349271875	0.12305216547691245	40.73373996449229	3	7411	14505	28367	140806	36.918401912922185	72.25764670718344	pongo_abelii	1144278928	20074	304161349.0	228329254	237778349	330085961.0	0.02873569097002035	0.002221140473184116	Pabe
Coding	Coding	0.30025514469627435	0.3149310772495378	51.78482195808217	3	439	499	1248	1309	16.852207293666027	19.155470249520157	pyrobaculum_aerophilum_str_im2	4156465	2605	1057530.0	937406	1215012	946517.0	0.30910591488516675	0.007058751401204875	Paer
Coding	Coding	0.0998197667674902	0.0948008958127002	42.30456516502048	3	136	143	358	340	6.5987384764677355	6.938379427462398	pyrococcus_horikoshii_ot3	3586464	2061	1126650.0	634220	883018	942576.0	0.09145998870380694	0.005732682237566811	Phor
Coding	Coding	0.006955796684933545	0.0024842131017619807	39.69616859261268	3	51	19	126	45	0.776019476567255	0.2891052951917225	saccharomyces_cerevisiae	18114388	6572	5879090.0	3466602	3724116	5044580.0	0.007479179636739009	0.0004007103994660437	Scer
Coding	Coding	0.0022247777693017545	0.002395914520786505	37.047247562702466	3	16	26	52	56	0.3121342177136169	0.5072181037846274	schizosaccharomyces_pombe	23373121	5126	7091988.0	4332364	4326734	7622035.0	0.002480975974057154	0.00046375516865223903	Spom
Coding	Coding	0.013313003192867668	0.026760269260671283	36.54046167607001	3	1052	3381	3173	6378	3.1219396385434908	10.033534142505268	solanum_lycopersicum	238338409	33697	71465644.0	41123069	45966886	77994428.0	0.01548680113968982	0.0012257982281362525	Slyc
Coding	Coding	0.002626124688400205	0.0008080383656616018	33.42883000084844	3	8	0	13	4	0.3048780487804878	0.0	staphylococcus_aureus_subsp_aureus_n315	4950260	2624	1789549.0	721312	933502	1505897.0	0.002928583438343621	0.0003959891686862967	Saur
Coding	Coding	0.012943058730053492	0.0015848643342922645	40.34348764717115	3	20	3	49	6	0.9411764705882352	0.1411764705882353	streptococcus_pneumoniae_tigr4	3785813	2125	1156377.0	702426	824903	1102107.0	0.011540195056855758	0.0014652709336240293	Spne
Coding	Coding	0.035255752202211915	0.0461906913879247	36.46221535457766	3	71	112	187	245	2.371409485637942	3.740814963259853	sulfolobus_solfataricus_p2	5304099	2994	1824822.0	782721	1151271	1545285.0	0.03468221084269492	0.0004933690217500549	Ssol
Coding	Coding	0.08121637519012015	0.017579301989203495	47.18587017896433	3	109	21	231	50	7.3748308525033845	1.4208389715832206	thermoplasma_acidophilum_dsm_1728	2844254	1478	821560.0	611520	730566	680608.0	0.08341452081110888	0.0015562906041061393	Taci
Coding	Coding	0.4450224465794293	0.7865956474087394	69.58525433497628	3	618	1002	1867	3300	27.61394101876676	44.77211796246649	thermus_thermophilus_hb8	4195294	2238	618519.0	1471689	1447617	657461.0	0.4502670049287375	0.003845709370571769	Tthe
Coding	Coding	0.016414212370974554	0.007928899196148724	47.435181944588955	3	49	25	118	57	1.302844988035097	0.6647168306301515	vibrio_cholerae_o1_biovar_el_tor_str_n16961	7188892	3761	1884112.0	1685552	1724512	1894712.0	0.022571679301017854	0.0032473103979717625	Vcho
Coding	Coding	0.03007482166549327	0.07599870497467975	38.36488987944633	3	2005	5584	6188	15637	7.5500828438017775	21.027263142039466	vitis_vinifera	205753506	26556	58902183.0	37141399	41795707	66033922.0	0.03136184740537794	0.0009169996006480771	Vvin
Coding	Coding	0.011746712682455815	0.005168553580280558	35.416291750753544	3	12	5	25	11	1.00418410041841	0.41841004184100417	wolbachia_endosymbiont_of_drosophila_melanogaster	2128255	1195	751272.0	317852	435897	623234.0	0.010428448496090429	0.0009036620969623862	Wend
Coding	Coding	0.06447833935419385	0.048296993654195014	48.793637445462075	3	240	170	522	391	5.9760956175298805	4.233067729083665	yersinia_pestis_biovar_microtus_str_91001	8095742	4016	2061374.0	1853366	2096841	2084161.0	0.06515729220541082	0.0004991043596846632	Ypes
nonsense_mediated_decay	Coding	0.007646605901038706	0.0349045069365061	36.27015476640384	3	101	206	85	388	15.119760479041915	30.838323353293408	danio_rerio	11116043	668	3450012.0	1991537	2040269	3633925.0	0.007097205330880077	0.001558163068363864	Drer
nonsense_mediated_decay	Coding	0.022251053792122714	0.1492832315846601	41.65319732302599	3	8612	13784	17841	119696	54.832548070800975	87.76263848210873	homo_sapiens	801804722	15706	221764333.0	163158739	170818564	245861074.0	0.02404895578776665	0.0016191618769001352	Hsap
nonsense_mediated_decay	Coding	0.018338609412939983	0.1665966202789139	42.98096699415715	3	3695	6213	5114	46458	51.42658315935977	86.47181628392485	mus_musculus	278865201	7185	75166399.0	58884574	60974386	83618160.0	0.01869139158822427	0.00028521868721796803	Mmus
protein_coding	Coding	0.09949767886129172	0.03411348989530002	42.65465492783576	3	160	42	105	36	11.83431952662722	3.1065088757396446	anaplasma_phagocytophilum_str_hz	1055301	1352	300027.0	181725	268410	305139.0	0.10213821004775707	0.00945683589605597	Apha
protein_coding	Coding	0.005018486322703518	0.07397790855545547	38.77005112739013	3	2624	6407	2074	30573	28.01323796306181	68.39970107825344	anolis_carolinensis	413272024	9367	119877542.0	79119613	81106162	125197277.0	0.0051839985240861785	0.00015103406129691617	Acar
protein_coding	Coding	0.012193462237366904	0.0953878693860384	33.16255195640638	3	1377	2094	1338	10467	10.365073391042527	15.76213774934136	apis_mellifera	109730934	13285	36030894.0	17917963	18471615	35946600.0	0.01281977339594074	0.00044836995530257484	Amel
protein_coding	Coding	0.04552654163402232	0.05164204722665219	43.61456278551768	3	146	84	67	76	9.401159047005796	5.408886027044431	aquifex_aeolicus_vf5	1471669	1553	479408.0	284022	357840	350399.0	0.045861492754978125	0.005429277138371707	Aaeo
protein_coding	Coding	0.01779034369925197	0.014114717622181847	38.404630160306674	3	4584	1742	2270	1801	9.52757051108848	3.620643069440692	arabidopsis_thaliana	127597310	48113	36598939.0	23284654	25718621	41995096.0	0.01776605465049245	0.00019241050243061971	Atha
protein_coding	Coding	0.27239727662921664	0.2121989834514892	49.395057318808156	3	818	395	543	423	33.984212712920645	16.410469464063148	archaeoglobus_fulgidus_dsm_4304	1993412	2407	544779.0	413177	571470	463986.0	0.27993937683204984	0.010145379658284133	Aful
protein_coding	Coding	0.050345307985656534	0.08787347175921496	51.974953562291695	3	1747	1517	927	1618	16.584393392823234	14.40098727928612	aspergillus_nidulans	18412838	10534	4492015.0	4916472	4653592	4350759.0	0.05144245419222	0.0016511638145969218	Anid
protein_coding	Coding	0.033287794908212286	0.004059487183928328	44.259749805685885	3	226	19	123	15	5.400238948626045	0.4540023894862605	bacillus_subtilis_subsp_subtilis_str_168	3695048	4185	1108216.0	746122	889297	951413.0	0.03352759374489474	0.0016515437802893983	Bsub
protein_coding	Coding	0.003480536838001893	0.006961073676003787	28.938575485882946	3	6	8	4	8	0.4480955937266617	0.5974607916355489	borrelia_burgdorferi_b31	1149248	1339	443580.0	140580	191996	373092.0	0.0020879167518533664	0.001243649881928564	Bbur
protein_coding	Coding	0.12684989429175475	0.019457800894310463	58.30552489288855	3	544	55	339	52	17.633711507293352	1.7828200972447326	brucella_abortus_bv_1_str_9_941	2672450	3085	542911.0	769309	788877	571353.0	0.13083908470869937	0.00802603259560948	Babo
protein_coding	Coding	0.009959601696137795	0.016063162912576225	36.46090974218932	3	2094	1697	1356	2187	6.243291592128801	5.059630292188432	caenorhabditis_elegans	136150023	33540	43421587.0	25161349	24480188	43086899.0	0.009999008698705927	0.00034213811750835154	Cele
protein_coding	Coding	0.0013089022367830324	0.002617804473566065	30.851022056311603	3	5	5	2	4	0.3078817733990148	0.3078817733990148	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	1527998	1624	553807.0	195473	275930	502788.0	0.0023558843761992973	0.001121021944406535	Cjej
protein_coding	Coding	0.3409912833665572	0.4880306458038817	49.582093126329916	3	658	557	487	697	41.07365792759051	34.76903870162297	candidatus_korarchaeum_cryptofilum_opf8	1428189	1602	385452.0	291583	416543	334611.0	0.3407430209885739	0.010842336061377399	Ckor
protein_coding	Coding	0.3642380381282236	0.2040804301865488	57.76118947287793	3	729	340	680	381	36.14278631631135	16.85671789786812	cenarchaeum_symbiosum_a	1866911	2017	439225.0	496968	581382	349106.0	0.3653235812929342	0.004418719918064579	Csym
protein_coding	Coding	0.014920346663597338	0.0106573904739981	41.67966868304495	3	32	13	14	10	3.5794183445190155	1.45413870246085	chlamydia_trachomatis_d_uw_3_cx	938316	894	266495.0	187880	203207	280734.0	0.01598466549720926	0.0031779523534755825	Ctra
protein_coding	Coding	0.8323193997639905	1.1096009063270365	63.83274681121421	3	17851	17499	85882	114493	92.82891315652626	90.99843993759752	chlamydomonas_reinhardtii	103183946	19230	17780544.0	31172196	34692951	18524239.0	0.8285316085709489	0.0023634046584264886	Crei
protein_coding	Coding	0.15022734009837407	0.052047267435657164	57.16289872051256	3	910	229	635	220	23.617960031144566	5.9434207111341815	chloroflexus_aurantiacus_j_10_fl	4226927	3853	848803.0	1178882	1237352	961890.0	0.14924368699055618	0.0032918138928050467	Caur
protein_coding	Coding	0.0061436200528598274	0.04068894013000272	36.360341854418586	3	9990	18957	8633	57176	22.304085733422642	42.324179504353644	danio_rerio	1405197575	44790	436656542.0	252906870	258027772	456358648.0	0.006160014495811879	5.5612453415714576e-05	Drer
protein_coding	Coding	0.0009043248041867654	0.004435497849106516	25.782364761993552	3	41	101	21	103	0.3127622244259669	0.7704630406590892	dictyostelium_discoideum	23221745	13109	9477189.0	3007292	2979823	7757387.0	0.002088379052275733	0.0008551162683530082	Ddis
protein_coding	Coding	0.012686436353487644	0.096616855938939	42.5838059733711	3	6202	7907	4302	32763	20.28852759331349	25.866073473126374	drosophila_melanogaster	339102320	30569	98678478.0	73532528	70870146	95877211.0	0.012483145753033099	0.00041591161067892326	Dmel
protein_coding	Coding	0.008311337148698823	0.0010389171435873528	37.97373755983297	3	49	6	24	3	1.5007656967840737	0.18376722817764168	enterococcus_faecalis_v583	2887622	3265	959762.0	489367	607171	831322.0	0.008622073600093535	0.000823963855664217	Efae
protein_coding	Coding	0.09228485902093372	0.018507677770681758	52.02404274107327	3	609	83	364	73	14.71014492753623	2.0048309178743957	escherichia_coli_str_k_12_substr_mg1655	3944309	4140	943706.0	971069	1080920	948614.0	0.09179347381724885	0.0025682967007420255	Ecol
protein_coding	Coding	0.002003365654299223	0.0	32.97927184336352	3	9	0	3	0	0.5607476635514018	0.0	francisella_tularensis_subsp_tularensis_schu_s4	1497480	1605	524305.0	214346	279512	479317.0	0.0032051582750222407	0.001567877445719436	Ftul
protein_coding	Coding	0.04376494291927952	0.15011160813454447	41.973517281083204	3	17247	23287	46496	159479	61.53269827678476	83.08180812729671	gallus_gallus	1062402848	28029	290730134.0	211598999	234328844	325272795.0	0.043506586415091364	0.00023142335108127782	Ggal
protein_coding	Coding	0.03606723103227795	0.14861488980582682	44.85881590228541	3	8679	10751	7577	31221	37.54379893584808	46.50689968421508	gasterosteus_aculeatus	210079892	23117	54859626.0	47470547	46768805	58343129.0	0.03661564586752207	0.0004621207405166136	Gacu
protein_coding	Coding	0.17299214315316447	0.16923772268406406	61.626357186899384	3	916	549	599	586	26.689976689976692	15.996503496503493	geobacter_sulfurreducens_pca	3462585	3432	678997.0	1074834	1059031	649723.0	0.17973291073164407	0.007588989971019157	Gsul
protein_coding	Coding	0.008298183080898348	0.0044682524281760335	38.79170794480815	3	21	8	13	7	1.2287887653598597	0.4681100058513751	haemophilus_influenzae_rd_kw20	1566608	1709	490559.0	278420	329294	468311.0	0.007467460517171084	0.0015644794984372905	Hinf
protein_coding	Coding	0.3867962571289842	0.08966049857301203	66.86386201119326	3	908	175	893	207	33.54266715921684	6.464721093461398	halobacterium_salinarum_r1	2308709	2707	410897.0	774028	769664	354120.0	0.3882236422514306	0.016228878584906615	Hsal
protein_coding	Coding	0.024045166851603933	0.1618054065540324	41.710914668776105	3	47130	73021	115082	774413	56.385040557031076	87.36032349915057	homo_sapiens	4786076167	83586	1328881490.0	975737786	1020578360	1460129737.0	0.023536750263864502	0.0004053587211948489	Hsap
protein_coding	Coding	0.2602399234658043	0.09537201740650217	54.050057740733024	3	501	138	352	129	31.27340823970037	8.614232209737827	hyperthermus_butylicus_dsm_5456	1352598	1602	335701.0	331749	399331	285817.0	0.2533334803714582	0.005865622447688097	Hbut
protein_coding	Coding	0.00851523880829548	0.005676825872196989	39.052745912212295	3	45	22	27	18	1.4213518635502211	0.6948831332912192	legionella_pneumophila_str_paris	3170786	3166	995187.0	578090	660189	937213.0	0.008861306554451656	0.0017808298330052109	Lpne
protein_coding	Coding	0.2418176234393059	0.07216346973162444	62.46879757204925	3	3597	972	3800	1134	43.25917017438364	11.68971737823211	leishmania_major	15714322	8315	3029798.0	4869112	4947436	2867974.0	0.23804391900725969	0.004356626953124776	Lmaj
protein_coding	Coding	0.0017945631913554691	0.0005981877304518233	32.07644121369898	3	6	1	3	1	0.3342618384401114	0.055710306406685235	methanobrevibacter_smithii_atcc_35061	1671716	1795	609947.0	223612	312615	525542.0	0.00287110862216784	0.0008830243625593733	Msmi
protein_coding	Coding	0.035459377408478404	0.029118958931465714	45.20608003862489	3	271	134	151	124	5.969162995594714	2.9515418502202637	methanosarcina_acetivorans_c2a	4258394	4540	1269651.0	899060	1025993	1063690.0	0.033952686995972384	0.004281936047670701	Mace
protein_coding	Coding	0.009269967807018548	0.14227733672662926	37.88859718600789	3	8055	16157	11456	175829	38.034753045613364	76.2914345075078	monodelphis_domestica	1235818747	21178	363479981.0	233068669	235165718	386445278.0	0.00929372287488683	7.833899313640609e-05	Mdom
protein_coding	Coding	0.017283036151220774	0.1738109258612433	42.80861514158389	3	29543	48569	47642	479123	50.16981965153008	82.47970655164217	mus_musculus	2756575846	58886	749927784.0	581424875	598627070	824110675.0	0.01716962166420149	0.0001239752705871017	Mmus
protein_coding	Coding	0.428506307543252	0.13819576971812536	65.93253063795244	3	1719	300	1724	556	42.78247884519661	7.466401194624192	mycobacterium_tuberculosis_h37rv	4023278	4018	674151.0	1298856	1353793	696478.0	0.43154561975136774	0.006842985505729785	Mtub
protein_coding	Coding	0.004164607499625185	0.036093264996751605	40.77095214033061	3	7	23	3	26	1.0174418604651163	3.343023255813953	mycoplasma_pneumoniae_m129	720356	688	227066.0	143981	149715	199594.0	0.005830053124285986	0.0012762471233264876	Mpne
protein_coding	Coding	0.5565525626193446	0.1917413344766	69.16421125251136	3	3826	1279	4650	1602	52.18933296958122	17.446460237348248	myxococcus_xanthus_dk_1622	8355006	7331	1281502.0	2825308	2953366	1294830.0	0.5586581617592039	0.002625201332746721	Mxan
protein_coding	Coding	0.0	0.006581949661248991	31.21862603994805	3	2	4	0	3	0.3731343283582089	0.7462686567164178	nanoarchaeum_equitans_kin4_m	455792	536	181079.0	58873	83419	132421.0	0.00043879664408326614	0.000925064549960912	Nequ
protein_coding	Coding	0.08653257022059997	0.0238109756982859	53.46603596618842	3	228	42	149	41	11.943425877422733	2.200104766893661	neisseria_meningitidis_z2491	1721895	1909	429810.0	467565	453064	371456.0	0.08472258506914168	0.0042141821208561405	Nmen
protein_coding	Coding	0.061333921492428965	0.24601759491774775	53.46186231000596	3	2793	4367	1619	6494	25.89707927677329	40.491423273064434	neurospora_crassa	26396486	10785	6355553.0	7423534	6688519	5928780.0	0.06025102768631259	0.0008947422111133745	Ncra
protein_coding	Coding	0.016516211276879238	0.2286212947307644	41.447739954818076	3	1438	2627	2415	33429	48.38492597577389	88.39165545087481	ornithorhynchus_anatinus	146219975	2972	38293271.0	29779910	30824965	40042378.0	0.016836252469150985	0.00023925710770719168	Oana
